user_id,month,year,age,city,marital_status,dependents,monthly_income,bonus,expense_rent,expense_food,expense_transport,expense_utilities,expense_education,expense_healthcare,expense_entertainment,expense_shopping,expense_other,total_expenses,net_savings,savings_rate
USER0132,20,2025,28,Khulna,Divorced,1,76050.77,0.0,15403.0,13046.53,6147.24,4024.64,2596.9,1678.42,2817.43,4278.51,1790.12,51782.79,24267.98,31.91
USER0132,21,2025,28,Khulna,Divorced,1,77064.99,0.0,17179.71,16318.44,6531.07,4260.4,10218.64,4141.49,3122.61,3592.41,1401.55,66766.31,10298.68,13.36
USER0132,22,2025,28,Khulna,Divorced,1,80180.45,0.0,13194.46,19107.43,6896.58,2408.51,11322.03,3239.06,7544.69,6030.71,3474.2,73217.67,6962.78,8.68
USER0132,23,2025,28,Khulna,Divorced,1,76953.29,0.0,18581.07,18769.53,6013.79,3082.98,3003.92,3207.45,5004.4,2855.63,1680.79,62199.56,14753.73,19.17
USER0132,24,2025,28,Khulna,Divorced,1,78774.47,0.0,13461.94,17462.48,8105.91,4115.23,7767.2,1787.96,5245.39,5746.73,2687.17,66380.01,12394.46,15.73
USER0133,1,2025,60,Barisal,Married,1,125645.73,0.0,18367.78,20840.28,10030.82,6123.81,15263.6,6483.65,4195.76,7868.13,6073.26,95247.08,30398.65,24.19
USER0133,2,2025,60,Barisal,Married,1,124655.91,0.0,18953.46,25992.91,13573.69,4932.15,11539.93,4732.93,6783.43,9868.79,5327.97,101705.25,22950.66,18.41
USER0133,3,2025,60,Barisal,Married,1,126673.2,0.0,24738.07,29471.05,14045.97,9034.1,9326.72,6890.2,6098.25,8528.33,5458.14,113590.83,13082.37,10.33
USER0133,4,2025,60,Barisal,Married,1,115184.84,0.0,18200.03,30557.8,11378.78,5793.73,4810.35,5605.89,8690.96,8451.14,2196.54,95685.22,19499.62,16.93
USER0133,5,2025,60,Barisal,Married,1,117614.84,0.0,24411.92,30929.74,8398.05,4600.9,9022.78,2840.5,7339.53,6949.48,1454.46,95947.36,21667.48,18.42
USER0133,6,2025,60,Barisal,Married,1,121289.09,0.0,17729.12,27198.05,7980.14,4300.88,7285.4,3535.26,8997.92,5935.7,4762.57,87725.05,33564.04,27.67
USER0133,7,2025,60,Barisal,Married,1,118943.25,0.0,18727.73,21389.89,8959.08,5854.14,16791.64,5970.76,10060.17,9071.22,2791.12,99615.75,19327.5,16.25
USER0133,8,2025,60,Barisal,Married,1,121142.83,0.0,24845.65,31709.52,12542.86,5836.36,13467.17,3155.1,9639.63,7732.17,3397.78,112326.24,8816.6,7.28
USER0133,9,2025,60,Barisal,Married,1,122644.97,0.0,23090.82,22427.07,10852.75,3688.07,6937.21,4808.85,11637.65,3818.34,5215.12,92475.86,30169.11,24.6
USER0133,10,2025,60,Barisal,Married,1,118061.24,0.0,18411.21,30490.56,8821.33,8161.36,4645.2,5025.14,8755.25,8894.45,3854.21,97058.71,21002.54,17.79
USER0133,11,2025,60,Barisal,Married,1,116827.1,0.0,24342.66,20571.44,13640.09,7078.21,15250.63,4506.02,9167.14,6313.59,4862.65,105732.44,11094.66,9.5
USER0133,12,2025,60,Barisal,Married,1,123796.44,230482.12,20076.01,29866.44,8650.04,5743.0,3844.27,3092.42,5152.57,9320.06,4349.23,90094.06,264184.5,213.4
USER0133,13,2025,60,Barisal,Married,1,115072.65,0.0,18769.82,19277.65,6090.06,7620.64,17191.44,3909.31,7367.16,3116.06,1933.42,85275.56,29797.1,25.89
USER0133,14,2025,60,Barisal,Married,1,122331.02,0.0,19174.44,27685.15,9968.33,5672.59,13387.19,2769.36,11501.39,8471.69,4020.31,102650.44,19680.58,16.09
USER0133,15,2025,60,Barisal,Married,1,117019.92,0.0,23573.81,19942.89,11021.24,7847.58,16385.75,6760.93,8396.31,4555.65,4283.25,102767.41,14252.51,12.18
USER0133,16,2025,60,Barisal,Married,1,123138.73,0.0,26477.35,31074.1,11376.88,5241.18,11945.27,2594.66,11025.67,5480.31,1272.34,106487.76,16650.97,13.52
USER0133,17,2025,60,Barisal,Married,1,117546.26,0.0,17741.37,28235.93,10287.31,5385.87,12620.55,3466.6,4761.73,5148.48,5059.22,92707.06,24839.2,21.13
USER0133,18,2025,60,Barisal,Married,1,119363.32,0.0,19178.19,31890.44,8946.26,5295.22,7963.79,3613.48,6247.3,4762.46,3643.37,91540.52,27822.8,23.31
USER0133,19,2025,60,Barisal,Married,1,115783.29,0.0,25938.69,20042.43,7646.43,6241.67,5192.02,4872.84,4041.41,7702.19,2537.21,84214.89,31568.4,27.27
USER0133,20,2025,60,Barisal,Married,1,122551.79,0.0,21959.43,25221.21,13286.12,5151.89,4656.99,6130.33,5827.87,6914.59,1247.65,90396.08,32155.72,26.24
USER0133,21,2025,60,Barisal,Married,1,126886.46,0.0,25251.82,23699.38,14006.92,8145.29,11833.89,7189.6,10296.38,3654.51,2120.06,106197.84,20688.62,16.3
USER0133,22,2025,60,Barisal,Married,1,123183.15,0.0,21665.12,32241.44,14337.27,7394.06,12677.44,6762.17,3819.96,8442.35,1995.6,109335.4,13847.75,11.24
USER0133,23,2025,60,Barisal,Married,1,116400.24,0.0,18424.72,30364.12,8418.95,6838.12,4261.21,6506.03,9146.27,6522.83,4264.78,94747.02,21653.23,18.6
USER0133,24,2025,60,Barisal,Married,1,126199.27,0.0,27000.65,29241.74,13968.7,5445.21,14806.85,6506.96,12517.32,7624.7,2418.84,119530.96,6668.31,5.28
USER0134,1,2025,22,Rajshahi,Married,3,25349.05,0.0,4195.03,7985.36,2890.65,1863.3,8172.98,1548.59,1502.89,659.25,918.21,29736.26,-4387.22,-17.31
USER0134,2,2025,22,Rajshahi,Married,3,25088.59,0.0,3548.21,7391.15,1387.79,1859.82,2812.74,984.92,1143.97,982.14,362.25,20472.97,4615.62,18.4
USER0134,3,2025,22,Rajshahi,Married,3,25544.86,0.0,4310.21,6475.13,1484.07,1721.94,4288.33,972.37,1663.54,1328.1,355.34,22599.03,2945.84,11.53
USER0134,4,2025,22,Rajshahi,Married,3,25388.15,0.0,5582.64,8061.82,2957.68,1376.64,4569.07,852.64,2529.45,1596.18,920.27,28446.38,-3058.23,-12.05
USER0134,5,2025,22,Rajshahi,Married,3,27330.36,0.0,6473.59,7848.74,2117.02,1784.75,3241.88,641.69,1389.59,1585.74,1281.85,26364.86,965.5,3.53
USER0134,6,2025,22,Rajshahi,Married,3,26395.32,0.0,4029.25,7551.05,2738.2,1767.68,9050.95,1091.71,2161.41,1908.69,981.72,31280.66,-4885.34,-18.51
USER0134,7,2025,22,Rajshahi,Married,3,26474.72,0.0,4358.75,5295.56,2142.17,1432.24,11450.15,1682.25,2149.4,652.11,832.13,29994.76,-3520.04,-13.3
USER0134,8,2025,22,Rajshahi,Married,3,25178.96,0.0,3926.33,6350.15,1933.46,973.59,5304.66,1628.03,1498.05,1400.36,1076.63,24091.26,1087.71,4.32
USER0134,9,2025,22,Rajshahi,Married,3,26474.94,0.0,4289.28,5986.12,2985.13,1330.31,1646.93,940.49,2018.11,2066.89,1202.51,22465.78,4009.17,15.14
USER0134,10,2025,22,Rajshahi,Married,3,26636.03,0.0,6357.24,7899.96,2766.14,821.93,4578.56,1731.59,1079.5,1715.63,686.13,27636.71,-1000.68,-3.76
USER0134,11,2025,22,Rajshahi,Married,3,25927.44,0.0,5565.85,6306.4,2551.95,1717.32,1705.24,1778.17,2537.07,981.59,780.79,23924.39,2003.05,7.73
USER0134,12,2025,22,Rajshahi,Married,3,26874.06,25460.75,5111.04,6853.22,1764.05,1701.31,9647.14,1287.52,2340.92,1697.29,1091.56,31494.04,20840.76,77.55
USER0134,13,2025,22,Rajshahi,Married,3,27009.93,0.0,4146.12,6263.78,2738.65,983.23,2515.53,691.32,1383.99,1586.71,675.9,20985.24,6024.69,22.31
USER0134,14,2025,22,Rajshahi,Married,3,25946.52,0.0,5374.91,7804.33,1888.75,1767.56,6552.63,1737.9,1092.59,945.64,578.12,27742.42,-1795.9,-6.92
USER0134,15,2025,22,Rajshahi,Married,3,25283.61,0.0,5816.85,5083.21,1827.49,943.9,10688.27,791.82,1137.77,1879.76,354.28,28523.36,-3239.75,-12.81
USER0134,16,2025,22,Rajshahi,Married,3,25138.61,0.0,5433.37,5132.58,2811.65,1122.55,5957.01,686.06,1656.59,1325.63,1129.82,25255.27,-116.66,-0.46
USER0134,17,2025,22,Rajshahi,Married,3,26745.22,0.0,4441.78,8505.64,2401.38,915.71,8448.16,1804.35,1949.38,551.53,310.24,29328.19,-2582.97,-9.66
USER0134,18,2025,22,Rajshahi,Married,3,25854.3,0.0,6094.94,5417.53,2158.8,1798.42,9160.15,1534.25,839.83,899.73,730.9,28634.55,-2780.25,-10.75
USER0134,19,2025,22,Rajshahi,Married,3,24997.73,0.0,6042.71,5287.08,2966.74,1246.31,8691.38,1304.16,1881.22,854.69,506.69,28780.98,-3783.24,-15.13
USER0134,20,2025,22,Rajshahi,Married,3,26425.76,0.0,4841.68,7881.39,2476.23,1585.14,8308.6,1761.89,2628.62,1261.8,617.76,31363.11,-4937.35,-18.68
USER0134,21,2025,22,Rajshahi,Married,3,25231.34,0.0,5089.78,6592.22,1399.92,946.16,6810.34,787.2,1997.35,1190.46,1171.79,25985.21,-753.87,-2.99
USER0134,22,2025,22,Rajshahi,Married,3,26154.53,0.0,6010.11,7020.53,1520.22,810.83,11283.16,1175.45,2572.21,1072.04,539.75,32004.31,-5849.78,-22.37
USER0134,23,2025,22,Rajshahi,Married,3,26594.12,0.0,4575.97,5949.02,1335.02,918.39,8689.33,1127.91,2488.03,1336.9,851.25,27271.8,-677.68,-2.55
USER0134,24,2025,22,Rajshahi,Married,3,26273.99,0.0,5686.89,6792.96,2300.97,1132.02,7856.91,809.31,2552.32,666.58,1203.27,29001.22,-2727.23,-10.38
USER0135,1,2025,44,Chittagong,Single,1,60351.05,0.0,17139.44,15208.11,4609.92,4599.9,5305.08,2304.59,2695.82,2133.85,1212.13,55208.85,5142.2,8.52
USER0135,2,2025,44,Chittagong,Single,1,63335.72,0.0,18151.75,13589.95,7001.09,4825.2,8681.82,2466.69,5391.02,2404.11,3052.3,65563.93,-2228.22,-3.52
USER0135,3,2025,44,Chittagong,Single,1,60666.13,0.0,13650.3,14265.98,6176.96,2981.14,7782.63,1611.75,5218.35,2715.45,722.53,55125.09,5541.04,9.13
USER0135,4,2025,44,Chittagong,Single,1,63275.68,0.0,14126.74,17381.73,7455.71,2233.89,6227.02,2384.68,4649.66,3606.59,774.02,58840.03,4435.64,7.01
USER0135,5,2025,44,Chittagong,Single,1,63476.63,0.0,13262.9,14824.85,7313.28,3156.54,3364.12,2634.04,4801.47,1920.8,1389.35,52667.35,10809.28,17.03
USER0135,6,2025,44,Chittagong,Single,1,60415.28,0.0,14744.87,11432.35,6611.27,3273.74,3304.11,1594.92,2349.6,4796.77,2995.42,51103.07,9312.21,15.41
USER0135,7,2025,44,Chittagong,Single,1,65880.04,0.0,16134.75,16368.69,7876.57,4604.8,6761.22,2699.38,2751.67,4095.48,2739.21,64031.76,1848.28,2.81
USER0135,8,2025,44,Chittagong,Single,1,60762.08,0.0,17634.86,10518.89,4950.45,4488.79,2472.37,3232.08,2374.48,4313.05,3036.4,53021.37,7740.71,12.74
USER0135,9,2025,44,Chittagong,Single,1,65276.83,0.0,17616.72,13077.97,4465.43,2425.41,7457.83,1818.95,5999.81,3482.9,3184.49,59529.5,5747.33,8.8
USER0135,10,2025,44,Chittagong,Single,1,66061.57,0.0,17214.28,11136.09,7814.78,3771.77,5914.85,1716.93,4699.8,3724.01,2549.73,58542.24,7519.33,11.38
USER0135,11,2025,44,Chittagong,Single,1,63606.59,0.0,14609.68,15875.34,4515.17,2166.08,7989.36,2849.31,3168.87,2907.74,935.68,55017.23,8589.36,13.5
USER0135,12,2025,44,Chittagong,Single,1,60045.04,87961.26,14792.09,11719.53,5389.22,3794.5,5335.79,2930.38,3562.02,2162.2,691.35,50377.07,97629.23,162.59
USER0135,13,2025,44,Chittagong,Single,1,60800.69,0.0,11428.07,14913.15,6944.92,2241.1,4368.09,3164.3,5945.4,2622.25,3002.52,54629.79,6170.9,10.15
USER0135,14,2025,44,Chittagong,Single,1,62273.32,0.0,10995.99,13078.7,4533.29,4756.51,4593.14,3139.23,4076.01,1767.13,1743.16,48683.17,13590.15,21.82
USER0135,15,2025,44,Chittagong,Single,1,63931.43,0.0,12020.14,16196.82,4911.39,4741.65,2986.59,2178.94,2730.66,3402.26,665.61,49834.06,14097.37,22.05
USER0135,16,2025,44,Chittagong,Single,1,61625.9,0.0,12597.03,13945.98,5643.94,3826.34,1791.72,1954.57,3048.85,3046.42,890.83,46745.69,14880.21,24.15
USER0135,17,2025,44,Chittagong,Single,1,63267.02,0.0,12904.88,14526.18,4311.95,3277.39,5391.19,3713.87,5792.07,2681.66,1678.96,54278.15,8988.86,14.21
USER0135,18,2025,44,Chittagong,Single,1,64842.44,0.0,14766.99,12839.45,3894.45,2602.07,3009.69,2420.02,2509.42,3246.4,1051.87,46340.36,18502.09,28.53
USER0135,19,2025,44,Chittagong,Single,1,63106.42,0.0,10888.08,11198.33,7546.35,3717.44,3461.35,2842.8,3684.43,1462.19,2560.93,47361.9,15744.52,24.95
USER0135,20,2025,44,Chittagong,Single,1,62440.89,0.0,14600.1,14061.31,4003.93,2929.74,5699.32,3544.54,1919.77,2822.4,1098.15,50679.26,11761.63,18.84
USER0135,21,2025,44,Chittagong,Single,1,61669.99,0.0,13019.19,13324.22,5050.23,3085.99,6016.11,2903.96,1954.82,2756.78,2515.3,50626.6,11043.39,17.91
USER0135,22,2025,44,Chittagong,Single,1,60845.01,0.0,11423.92,15605.6,5027.44,4123.7,6634.01,1860.66,2777.52,4562.04,1426.2,53441.09,7403.92,12.17
USER0135,23,2025,44,Chittagong,Single,1,64219.07,0.0,18644.93,17621.44,3393.88,3991.47,4063.8,2441.02,6102.9,3623.2,2687.42,62570.05,1649.02,2.57
USER0135,24,2025,44,Chittagong,Single,1,61385.26,0.0,13914.17,14573.52,3838.98,3408.87,8146.41,2476.56,2463.65,3250.7,1439.68,53512.55,7872.72,12.83
USER0136,1,2025,48,Khulna,Married,4,86073.21,0.0,15913.62,27232.7,5166.36,2923.54,34697.9,5278.33,7791.51,6524.93,3595.33,109124.23,-23051.02,-26.78
USER0136,2,2025,48,Khulna,Married,4,86358.17,0.0,17160.54,26766.06,8033.02,3591.7,25226.78,2101.46,8281.34,1905.85,3507.77,96574.52,-10216.35,-11.83
USER0136,3,2025,48,Khulna,Married,4,93108.57,0.0,18326.91,27641.15,10611.15,4668.32,26473.51,3073.77,7983.2,3933.89,2153.4,104865.31,-11756.74,-12.63
USER0136,4,2025,48,Khulna,Married,4,94686.8,0.0,18396.07,20246.2,6347.82,4345.91,23805.89,5189.63,6647.09,3850.85,3339.72,92169.18,2517.62,2.66
USER0136,5,2025,48,Khulna,Married,4,89114.25,0.0,13800.02,25897.0,9024.97,6592.1,52144.07,5046.43,7580.25,2126.51,2500.33,124711.68,-35597.43,-39.95
USER0136,6,2025,48,Khulna,Married,4,87203.94,0.0,17370.7,23875.9,6871.33,6347.12,32699.8,5689.56,8070.47,5725.63,4225.26,110875.76,-23671.82,-27.15
USER0136,7,2025,48,Khulna,Married,4,92122.56,0.0,14362.75,25116.18,4957.82,6345.95,17839.3,6302.98,4195.22,3359.68,1847.88,84327.77,7794.78,8.46
USER0136,8,2025,48,Khulna,Married,4,87083.91,0.0,18427.84,29953.88,6891.02,2856.7,45382.08,2681.51,6080.77,5098.16,1361.75,118733.71,-31649.8,-36.34
USER0136,9,2025,48,Khulna,Married,4,86823.71,0.0,15280.02,27852.53,7369.95,4775.9,29718.48,4920.13,8107.67,4014.94,1395.06,103434.68,-16610.97,-19.13
USER0136,10,2025,48,Khulna,Married,4,88385.34,0.0,20564.81,21804.61,9212.03,4246.93,42138.83,4179.36,5589.44,5263.48,1769.94,114769.43,-26384.1,-29.85
USER0136,11,2025,48,Khulna,Married,4,89001.15,0.0,21098.62,21371.71,9695.01,4510.63,51100.14,4945.06,3285.46,3238.15,1293.39,120538.17,-31537.02,-35.43
USER0136,12,2025,48,Khulna,Married,4,94222.59,90453.23,14433.98,22829.8,6162.47,4760.58,55810.28,3455.44,8862.73,2848.41,1826.5,120990.2,63685.63,67.59
USER0136,13,2025,48,Khulna,Married,4,93327.46,0.0,18874.39,32369.2,5126.44,3563.91,10943.07,5079.58,8259.45,7282.34,3756.42,95254.79,-1927.33,-2.07
USER0136,14,2025,48,Khulna,Married,4,94388.88,0.0,17338.58,29516.21,8006.75,6691.61,17452.72,3579.14,5935.42,2794.16,3820.72,95135.31,-746.43,-0.79
USER0136,15,2025,48,Khulna,Married,4,91917.47,0.0,18824.42,24814.57,8145.48,4111.39,14014.26,5156.4,8682.41,2329.38,3798.83,89877.15,2040.32,2.22
USER0136,16,2025,48,Khulna,Married,4,86202.39,0.0,19984.88,20583.11,10267.92,4350.29,51426.78,4372.64,4219.64,3147.41,2135.75,120488.42,-34286.03,-39.77
USER0136,17,2025,48,Khulna,Married,4,91158.41,0.0,18871.48,20563.48,9584.42,7016.28,13489.31,6150.09,4462.76,2555.26,3508.24,86201.32,4957.08,5.44
USER0136,18,2025,48,Khulna,Married,4,94445.59,0.0,21806.89,23594.57,5366.88,5195.89,53444.26,3963.64,7279.72,2565.27,1852.86,125069.97,-30624.38,-32.43
USER0136,19,2025,48,Khulna,Married,4,92156.83,0.0,13889.04,21086.37,5292.5,6587.8,23666.53,6153.95,6860.93,5215.75,1482.96,90235.83,1921.01,2.08
USER0136,20,2025,48,Khulna,Married,4,94043.26,0.0,18590.51,31574.83,7976.21,6155.65,14280.03,4865.54,3412.88,5038.42,2004.37,93898.42,144.84,0.15
USER0136,21,2025,48,Khulna,Married,4,91812.8,0.0,16166.36,24338.98,10804.15,4151.75,48477.45,4017.7,4207.42,3311.55,3760.75,119236.11,-27423.31,-29.87
USER0136,22,2025,48,Khulna,Married,4,94504.12,0.0,16605.65,23112.6,4786.66,6672.66,54512.24,2298.07,3110.62,6017.25,1101.2,118216.94,-23712.83,-25.09
USER0136,23,2025,48,Khulna,Married,4,94770.03,0.0,13678.95,31895.88,5239.19,2938.01,14934.67,5241.35,9437.2,4318.24,2761.88,90445.35,4324.68,4.56
USER0136,24,2025,48,Khulna,Married,4,89780.94,0.0,14695.47,24785.34,7013.9,6044.44,31769.84,3639.33,4214.28,6143.14,1644.5,99950.25,-10169.31,-11.33
USER0137,1,2025,44,Chittagong,Divorced,0,71647.67,0.0,14569.32,14046.33,8158.02,3819.63,0.0,2977.76,7034.27,3332.7,1510.74,55448.77,16198.9,22.61
USER0137,2,2025,44,Chittagong,Divorced,0,71203.26,0.0,15629.27,10975.75,3837.23,2757.01,0.0,3336.16,6380.57,3245.47,718.22,46879.67,24323.59,34.16
USER0137,3,2025,44,Chittagong,Divorced,0,67373.7,0.0,17461.03,11684.29,6987.22,4541.18,0.0,1596.34,4776.85,4388.88,1090.61,52526.4,14847.3,22.04
USER0137,4,2025,44,Chittagong,Divorced,0,72540.54,0.0,16277.95,11647.52,4738.82,3574.08,0.0,3256.95,5471.86,4249.04,2147.85,51364.08,21176.45,29.19
USER0137,5,2025,44,Chittagong,Divorced,0,67506.12,0.0,16174.92,10756.68,4098.0,3806.75,0.0,3489.39,3189.99,3712.46,1712.84,46941.03,20565.09,30.46
USER0137,6,2025,44,Chittagong,Divorced,0,68146.0,0.0,12814.48,15297.7,4286.24,3938.63,0.0,3139.16,3390.18,4884.32,2979.55,50730.25,17415.74,25.56
USER0137,7,2025,44,Chittagong,Divorced,0,68584.71,0.0,16534.98,17030.6,3779.37,2460.06,0.0,3868.02,6691.14,3713.72,1511.25,55589.14,12995.57,18.95
USER0137,8,2025,44,Chittagong,Divorced,0,72619.81,0.0,21443.54,16883.06,5934.03,5257.42,0.0,3619.04,5928.37,5227.75,2498.68,66791.89,5827.92,8.03
USER0137,9,2025,44,Chittagong,Divorced,0,71453.62,0.0,13187.54,12414.1,6491.94,2166.82,0.0,2970.78,4988.89,3148.71,2969.23,48338.01,23115.61,32.35
USER0137,10,2025,44,Chittagong,Divorced,0,69647.68,0.0,16600.93,16284.98,8332.37,2810.36,0.0,1609.03,6956.34,3153.04,2499.51,58246.56,11401.12,16.37
USER0137,11,2025,44,Chittagong,Divorced,0,69155.55,0.0,17652.4,12055.31,7395.02,3987.25,0.0,2008.8,3752.5,5192.94,997.35,53041.58,16113.97,23.3
USER0137,12,2025,44,Chittagong,Divorced,0,74213.88,63543.01,18146.07,12035.09,4981.8,5156.62,0.0,1944.03,3763.25,4551.91,1094.98,51673.76,86083.13,115.99
USER0137,13,2025,44,Chittagong,Divorced,0,69514.23,0.0,19908.9,16079.8,3608.78,4912.85,0.0,2337.1,4580.06,2623.75,2580.65,56631.9,12882.34,18.53
USER0137,14,2025,44,Chittagong,Divorced,0,72582.96,0.0,18418.2,16933.98,6250.93,5697.04,0.0,3672.71,3897.65,4716.69,2398.34,61985.55,10597.41,14.6
USER0137,15,2025,44,Chittagong,Divorced,0,69396.92,0.0,12155.76,10593.69,4082.89,2963.55,0.0,2558.59,5173.86,2783.1,2514.66,42826.1,26570.82,38.29
USER0137,16,2025,44,Chittagong,Divorced,0,74010.81,0.0,16203.72,17042.36,6806.53,3559.66,0.0,1696.83,4166.54,5322.59,1648.81,56447.04,17563.77,23.73
USER0137,17,2025,44,Chittagong,Divorced,0,72434.81,0.0,12385.71,13884.64,8448.37,4742.96,0.0,3409.02,7207.3,3121.33,3116.7,56316.03,16118.78,22.25
USER0137,18,2025,44,Chittagong,Divorced,0,69994.02,0.0,15814.84,17190.19,6397.47,3717.34,0.0,3843.79,2959.63,1922.03,2751.48,54596.78,15397.24,22.0
USER0137,19,2025,44,Chittagong,Divorced,0,72540.41,0.0,18631.4,13133.02,5278.45,5202.19,0.0,1563.42,3299.69,5770.97,3382.07,56261.22,16279.18,22.44
USER0137,20,2025,44,Chittagong,Divorced,0,67728.48,0.0,16986.43,11559.89,5168.39,3779.83,0.0,2386.76,4527.57,3809.56,1646.31,49864.74,17863.74,26.38
USER0137,21,2025,44,Chittagong,Divorced,0,73888.41,0.0,14596.54,17602.5,8295.59,3633.97,0.0,2573.11,5040.66,5882.46,2149.95,59774.77,14113.64,19.1
USER0137,22,2025,44,Chittagong,Divorced,0,68750.09,0.0,20080.41,14523.78,5222.32,5261.61,0.0,1512.54,2620.76,2416.55,1413.44,53051.39,15698.7,22.83
USER0137,23,2025,44,Chittagong,Divorced,0,71047.01,0.0,15254.39,13996.05,6218.97,3760.25,0.0,4043.69,3181.01,3604.7,850.96,50910.02,20136.98,28.34
USER0137,24,2025,44,Chittagong,Divorced,0,74053.93,0.0,20564.56,16750.71,7249.15,3691.81,0.0,2558.04,6502.47,5637.62,2981.42,65935.79,8118.14,10.96
USER0138,1,2025,45,Chittagong,Single,0,174460.16,0.0,30797.87,37937.89,14003.34,10617.53,0.0,5880.66,10380.59,8638.21,3013.58,121269.67,53190.5,30.49
USER0138,2,2025,45,Chittagong,Single,0,171486.58,0.0,33265.32,33014.88,20303.61,8989.21,0.0,7510.1,12094.47,6281.4,2505.55,123964.54,47522.04,27.71
USER0138,3,2025,45,Chittagong,Single,0,170496.22,0.0,30636.84,39691.29,18438.61,11114.73,0.0,4674.74,13663.73,10568.55,5207.6,133996.09,36500.14,21.41
USER0138,4,2025,45,Chittagong,Single,0,169971.49,0.0,39056.08,41350.92,9121.9,12590.08,0.0,4506.21,10709.47,9893.75,2255.67,129484.09,40487.4,23.82
USER0138,5,2025,45,Chittagong,Single,0,172128.05,0.0,36537.43,33851.4,20502.07,7237.2,0.0,8340.37,16861.61,6441.37,2943.75,132715.2,39412.85,22.9
USER0138,6,2025,45,Chittagong,Single,0,172649.52,0.0,50880.22,29129.84,14277.41,9138.22,0.0,4074.74,11964.95,3859.63,7396.51,130721.52,41928.0,24.29
USER0138,7,2025,45,Chittagong,Single,0,164980.3,0.0,35881.41,28407.59,15374.71,5204.97,0.0,9594.38,13337.44,4898.76,2399.08,115098.35,49881.95,30.24
USER0138,8,2025,45,Chittagong,Single,0,168128.45,0.0,34142.19,31255.45,9093.56,6251.22,0.0,5800.67,15122.89,4369.98,3707.41,109743.37,58385.08,34.73
USER0138,9,2025,45,Chittagong,Single,0,166447.94,0.0,32153.76,33216.24,8399.63,5775.8,0.0,6693.92,9416.25,6241.88,6778.17,108675.66,57772.27,34.71
USER0138,10,2025,45,Chittagong,Single,0,164328.33,0.0,40787.01,34062.93,9831.89,7037.19,0.0,5525.94,5615.23,3384.7,3659.55,109904.42,54423.91,33.12
USER0138,11,2025,45,Chittagong,Single,0,162786.13,0.0,28756.86,37106.74,9864.97,9450.7,0.0,3416.71,9130.35,3465.58,6012.95,107204.86,55581.26,34.14
USER0138,12,2025,45,Chittagong,Single,0,161519.4,85209.92,33383.02,25526.23,12134.29,11680.28,0.0,7433.62,11414.37,5340.54,5954.63,112866.99,133862.34,82.88
USER0138,13,2025,45,Chittagong,Single,0,171442.63,0.0,37844.67,38811.26,12327.24,5835.69,0.0,8456.24,6419.45,4861.31,5722.32,120278.18,51164.45,29.84
USER0138,14,2025,45,Chittagong,Single,0,174056.85,0.0,33067.17,33700.49,19232.64,12782.57,0.0,7074.5,13404.03,7144.01,6822.12,133227.54,40829.32,23.46
USER0138,15,2025,45,Chittagong,Single,0,168645.57,0.0,32095.46,26458.22,17755.12,7511.71,0.0,9930.48,15236.74,10222.81,6556.11,125766.66,42878.91,25.43
USER0138,16,2025,45,Chittagong,Single,0,158365.35,0.0,42843.12,29570.41,16409.62,12608.31,0.0,6767.8,5613.59,10669.77,2730.8,127213.41,31151.94,19.67
USER0138,17,2025,45,Chittagong,Single,0,165543.58,0.0,43905.88,26659.24,9608.47,6860.22,0.0,3597.76,8122.4,5164.96,7058.48,110977.41,54566.17,32.96
USER0138,18,2025,45,Chittagong,Single,0,166843.94,0.0,48947.44,32755.9,17000.09,5346.95,0.0,5940.24,13060.35,12403.19,2343.68,137797.84,29046.1,17.41
USER0138,19,2025,45,Chittagong,Single,0,167275.88,0.0,29590.74,26215.85,19014.11,6444.6,0.0,3852.4,7672.9,5903.27,3073.14,101767.01,65508.87,39.16
USER0138,20,2025,45,Chittagong,Single,0,158529.45,0.0,29187.57,37710.1,10968.0,10204.05,0.0,3976.76,5319.84,12232.91,7397.13,116996.37,41533.07,26.2
USER0138,21,2025,45,Chittagong,Single,0,166233.15,0.0,43653.63,30638.11,13188.82,11278.81,0.0,7468.16,8384.94,9109.09,3582.75,127304.32,38928.83,23.42
USER0138,22,2025,45,Chittagong,Single,0,160048.46,0.0,35864.52,37146.84,18599.68,7545.58,0.0,8616.6,7458.83,3523.77,2049.07,120804.89,39243.57,24.52
USER0138,23,2025,45,Chittagong,Single,0,165822.0,0.0,47940.41,28041.71,11435.86,7403.35,0.0,9049.28,13361.15,7316.25,4924.32,129472.34,36349.66,21.92
USER0138,24,2025,45,Chittagong,Single,0,162781.94,0.0,40869.74,38763.59,14835.34,12637.73,0.0,9381.71,12102.76,4820.42,5928.28,139339.58,23442.36,14.4
USER0139,1,2025,23,Chittagong,Divorced,1,34963.35,0.0,7572.9,8679.19,2471.48,2648.59,1480.97,1726.37,2502.67,2674.82,1588.68,31345.68,3617.67,10.35
USER0139,2,2025,23,Chittagong,Divorced,1,35219.54,0.0,6583.26,8442.09,3511.75,1240.56,4058.86,921.76,1077.37,2383.72,681.31,28900.69,6318.86,17.94
USER0139,3,2025,23,Chittagong,Divorced,1,33615.73,0.0,8937.64,8284.4,2678.95,2316.2,1677.77,805.08,2016.94,2671.6,1467.15,30855.74,2759.99,8.21
