user_id,investment_type,asset_name,amount_invested,current_value,returns_percentage,purchase_date,platform
USER0120,Gold,Gold Portfolio,164020,181948.03,10.93,2025-05-24,Bank
USER0120,Mutual Funds,Mutual Funds Portfolio,245094,247334.97,0.91,2023-05-05,Bank
USER0120,Real Estate,Real Estate Portfolio,4213183,4427606.45,5.09,2024-09-12,Stock Broker
USER0120,Stocks,Stocks Portfolio,210759,253408.9,20.24,2023-09-25,Stock Broker
USER0121,Gold,Gold Portfolio,100671,104047.68,3.35,2024-06-01,Bank
USER0121,Bonds,Bonds Portfolio,86780,84957.33,-2.1,2023-04-05,Mutual Fund House
USER0121,Real Estate,Real Estate Portfolio,2532641,2449762.01,-3.27,2025-01-22,Direct
USER0122,Fixed Deposits,Fixed Deposits Portfolio,476595,530396.04,11.29,2023-10-18,Stock Broker
USER0122,Gold,Gold Portfolio,67830,67790.39,-0.06,2025-12-15,Bank
USER0122,Stocks,Stocks Portfolio,431996,415271.27,-3.87,2024-04-10,Bank
USER0122,Bonds,Bonds Portfolio,284868,354633.86,24.49,2025-05-12,Direct
USER0123,Bonds,Bonds Portfolio,108930,106694.59,-2.05,2024-09-21,Stock Broker
USER0124,Stocks,Stocks Portfolio,161720,186755.13,15.48,2023-03-26,Stock Broker
USER0124,Fixed Deposits,Fixed Deposits Portfolio,524172,499792.61,-4.65,2024-03-09,Bank
USER0124,Real Estate,Real Estate Portfolio,1251981,1164861.6,-6.96,2025-09-08,Mutual Fund House
USER0125,Mutual Funds,Mutual Funds Portfolio,71224,65029.81,-8.7,2024-11-16,Mutual Fund House
USER0125,Fixed Deposits,Fixed Deposits Portfolio,571898,624986.0,9.28,2024-07-15,Stock Broker
USER0125,Stocks,Stocks Portfolio,239541,255681.38,6.74,2025-04-14,Mutual Fund House
USER0125,Gold,Gold Portfolio,22444,20550.57,-8.44,2025-04-10,Direct
USER0126,Fixed Deposits,Fixed Deposits Portfolio,256208,248850.9,-2.87,2024-08-06,Direct
USER0126,Real Estate,Real Estate Portfolio,1510708,1737225.55,14.99,2025-12-06,Mutual Fund House
USER0127,Fixed Deposits,Fixed Deposits Portfolio,52751,62796.45,19.04,2023-02-05,Bank
USER0128,Real Estate,Real Estate Portfolio,3727469,3477279.68,-6.71,2023-07-14,Direct
USER0128,Gold,Gold Portfolio,182591,197948.05,8.41,2023-09-20,Direct
USER0128,Bonds,Bonds Portfolio,225089,272392.71,21.02,2024-06-05,Mutual Fund House
USER0128,Stocks,Stocks Portfolio,172370,194696.26,12.95,2025-05-10,Stock Broker
USER0129,Mutual Funds,Mutual Funds Portfolio,324010,320034.42,-1.23,2024-11-02,Stock Broker
USER0129,Stocks,Stocks Portfolio,321887,355279.04,10.37,2024-05-31,Mutual Fund House
USER0130,Mutual Funds,Mutual Funds Portfolio,134335,161042.31,19.88,2023-08-03,Bank
USER0130,Gold,Gold Portfolio,69071,71083.46,2.91,2023-07-20,Mutual Fund House
USER0130,Fixed Deposits,Fixed Deposits Portfolio,255918,316152.4,23.54,2024-07-05,Direct
USER0130,Bonds,Bonds Portfolio,48269,53186.41,10.19,2023-05-10,Bank
USER0131,Real Estate,Real Estate Portfolio,1373917,1328963.47,-3.27,2025-11-03,Bank
USER0131,Fixed Deposits,Fixed Deposits Portfolio,252977,264716.11,4.64,2023-09-05,Mutual Fund House
USER0132,Fixed Deposits,Fixed Deposits Portfolio,458974,500265.73,9.0,2023-04-22,Mutual Fund House
USER0132,Bonds,Bonds Portfolio,289136,344340.13,19.09,2024-08-26,Bank
USER0133,Stocks,Stocks Portfolio,103099,121733.88,18.07,2025-11-04,Bank
USER0133,Mutual Funds,Mutual Funds Portfolio,114033,131893.52,15.66,2023-11-11,Mutual Fund House
USER0133,Fixed Deposits,Fixed Deposits Portfolio,718811,813154.46,13.12,2024-06-16,Stock Broker
USER0133,Bonds,Bonds Portfolio,234967,276974.07,17.88,2024-01-15,Mutual Fund House
USER0134,Stocks,Stocks Portfolio,438623,440787.38,0.49,2024-05-21,Bank
USER0135,Bonds,Bonds Portfolio,295866,296593.7,0.25,2025-09-23,Mutual Fund House
USER0135,Stocks,Stocks Portfolio,51597,50087.5,-2.93,2024-05-06,Bank
USER0136,Fixed Deposits,Fixed Deposits Portfolio,668458,770261.72,15.23,2023-11-10,Stock Broker
USER0137,Gold,Gold Portfolio,59291,66558.31,12.26,2023-03-20,Bank
USER0138,Gold,Gold Portfolio,95293,111867.64,17.39,2023-07-13,Mutual Fund House
USER0138,Mutual Funds,Mutual Funds Portfolio,392201,389380.1,-0.72,2023-06-12,Direct
USER0138,Stocks,Stocks Portfolio,166078,183655.67,10.58,2025-11-08,Mutual Fund House
USER0139,Real Estate,Real Estate Portfolio,1785612,1847625.48,3.47,2023-12-28,Stock Broker
USER0139,Gold,Gold Portfolio,92347,96683.97,4.7,2025-11-27,Mutual Fund House
USER0140,Stocks,Stocks Portfolio,295408,330957.09,12.03,2024-02-17,Direct
USER0140,Bonds,Bonds Portfolio,229449,283875.42,23.72,2024-04-28,Direct
USER0140,Gold,Gold Portfolio,84106,77037.83,-8.4,2024-10-21,Stock Broker
USER0140,Fixed Deposits,Fixed Deposits Portfolio,982337,1038830.99,5.75,2025-06-27,Stock Broker
USER0141,Fixed Deposits,Fixed Deposits Portfolio,489826,550329.13,12.35,2023-03-26,Direct
USER0142,Real Estate,Real Estate Portfolio,1108839,1005054.57,-9.36,2025-11-17,Stock Broker
USER0142,Bonds,Bonds Portfolio,50786,59482.44,17.12,2024-10-09,Stock Broker
USER0142,Stocks,Stocks Portfolio,308245,316056.9,2.53,2023-04-05,Bank
USER0143,Stocks,Stocks Portfolio,38875,37616.36,-3.24,2023-08-04,Mutual Fund House
USER0143,Gold,Gold Portfolio,112101,115883.54,3.37,2024-11-09,Direct
USER0143,Bonds,Bonds Portfolio,276079,314707.46,13.99,2023-11-18,Direct
USER0143,Mutual Funds,Mutual Funds Portfolio,34914,43106.34,23.46,2023-04-12,Mutual Fund House
USER0144,Bonds,Bonds Portfolio,262165,255804.64,-2.43,2025-07-26,Stock Broker
USER0144,Fixed Deposits,Fixed Deposits Portfolio,691093,633775.32,-8.29,2025-07-01,Bank
USER0144,Gold,Gold Portfolio,57330,57971.57,1.12,2025-06-25,Bank
USER0144,Real Estate,Real Estate Portfolio,2487148,3048648.41,22.58,2024-07-20,Stock Broker
USER0145,Stocks,Stocks Portfolio,367999,456357.08,24.01,2023-03-25,Mutual Fund House
USER0145,Real Estate,Real Estate Portfolio,3345791,3444703.46,2.96,2024-05-04,Bank
USER0146,Stocks,Stocks Portfolio,33730,34022.16,0.87,2024-05-20,Stock Broker
USER0146,Bonds,Bonds Portfolio,96801,112921.35,16.65,2024-04-21,Bank
USER0147,Fixed Deposits,Fixed Deposits Portfolio,734312,731452.92,-0.39,2025-05-01,Stock Broker
USER0147,Gold,Gold Portfolio,74574,67703.47,-9.21,2025-12-10,Direct
USER0147,Bonds,Bonds Portfolio,126996,136417.35,7.42,2024-07-23,Stock Broker
USER0148,Fixed Deposits,Fixed Deposits Portfolio,411329,488284.02,18.71,2025-07-07,Mutual Fund House
USER0148,Gold,Gold Portfolio,43236,47777.43,10.5,2025-05-23,Stock Broker
USER0149,Fixed Deposits,Fixed Deposits Portfolio,263661,291789.76,10.67,2023-11-07,Stock Broker
USER0149,Real Estate,Real Estate Portfolio,2289682,2270661.16,-0.83,2024-07-31,Mutual Fund House
USER0150,Mutual Funds,Mutual Funds Portfolio,189822,199660.64,5.18,2023-09-15,Bank
USER0150,Stocks,Stocks Portfolio,364598,413192.13,13.33,2024-07-30,Mutual Fund House
USER0150,Gold,Gold Portfolio,82839,88110.89,6.36,2023-07-04,Bank
USER0151,Bonds,Bonds Portfolio,185716,169885.5,-8.52,2025-05-08,Bank
USER0151,Real Estate,Real Estate Portfolio,1275564,1167195.91,-8.5,2025-12-12,Bank
USER0152,Bonds,Bonds Portfolio,122420,141145.07,15.3,2025-05-21,Stock Broker
USER0152,Mutual Funds,Mutual Funds Portfolio,131455,127499.67,-3.01,2024-01-22,Stock Broker
USER0152,Real Estate,Real Estate Portfolio,1176875,1350068.91,14.72,2023-07-22,Bank
USER0152,Fixed Deposits,Fixed Deposits Portfolio,647780,604472.54,-6.69,2025-02-07,Stock Broker
USER0153,Gold,Gold Portfolio,189656,178673.14,-5.79,2024-06-04,Stock Broker
USER0154,Gold,Gold Portfolio,138060,139141.29,0.78,2025-09-06,Bank
USER0154,Fixed Deposits,Fixed Deposits Portfolio,572306,524910.29,-8.28,2024-02-03,Direct
USER0154,Real Estate,Real Estate Portfolio,4465337,4154862.67,-6.95,2023-05-23,Bank
USER0155,Bonds,Bonds Portfolio,258123,303307.76,17.51,2025-12-24,Mutual Fund House
USER0155,Mutual Funds,Mutual Funds Portfolio,257788,311374.15,20.79,2023-04-14,Stock Broker
USER0156,Fixed Deposits,Fixed Deposits Portfolio,913007,823161.69,-9.84,2023-11-22,Direct
USER0157,Real Estate,Real Estate Portfolio,4696141,5668068.28,20.7,2023-03-16,Mutual Fund House
USER0157,Bonds,Bonds Portfolio,208342,196102.03,-5.87,2023-04-06,Bank
USER0157,Mutual Funds,Mutual Funds Portfolio,157276,145988.96,-7.18,2023-03-13,Mutual Fund House
USER0158,Fixed Deposits,Fixed Deposits Portfolio,478885,540485.19,12.86,2025-04-12,Mutual Fund House
USER0158,Mutual Funds,Mutual Funds Portfolio,215357,241063.71,11.94,2025-10-05,Bank
USER0158,Gold,Gold Portfolio,127323,131969.98,3.65,2024-12-14,Bank
USER0158,Stocks,Stocks Portfolio,324628,365264.49,12.52,2025-01-23,Direct
USER0159,Stocks,Stocks Portfolio,77674,77162.07,-0.66,2023-10-06,Stock Broker
USER0160,Mutual Funds,Mutual Funds Portfolio,283787,275321.76,-2.98,2025-07-02,Stock Broker
USER0160,Bonds,Bonds Portfolio,256932,310996.85,21.04,2024-05-17,Mutual Fund House
USER0161,Mutual Funds,Mutual Funds Portfolio,325311,382376.65,17.54,2023-04-01,Mutual Fund House
USER0161,Gold,Gold Portfolio,170986,199194.93,16.5,2025-01-14,Bank
USER0161,Real Estate,Real Estate Portfolio,2281416,2824341.15,23.8,2024-09-16,Stock Broker
USER0162,Stocks,Stocks Portfolio,364495,398385.09,9.3,2025-06-01,Direct
USER0163,Bonds,Bonds Portfolio,189942,204669.52,7.75,2025-12-21,Mutual Fund House
USER0163,Gold,Gold Portfolio,60802,58256.01,-4.19,2024-08-18,Bank
USER0163,Real Estate,Real Estate Portfolio,4376719,5417057.41,23.77,2023-04-06,Direct
USER0163,Stocks,Stocks Portfolio,435301,428057.59,-1.66,2024-03-06,Direct
USER0164,Fixed Deposits,Fixed Deposits Portfolio,773989,796577.11,2.92,2023-10-09,Direct
USER0164,Mutual Funds,Mutual Funds Portfolio,124474,152525.75,22.54,2024-07-07,Stock Broker
USER0164,Real Estate,Real Estate Portfolio,2893882,3322985.02,14.83,2024-12-05,Bank
USER0165,Gold,Gold Portfolio,180501,194969.54,8.02,2025-09-01,Mutual Fund House
USER0166,Gold,Gold Portfolio,10167,12010.2,18.13,2024-09-08,Mutual Fund House
USER0166,Bonds,Bonds Portfolio,298056,351043.31,17.78,2023-10-20,Mutual Fund House
USER0166,Stocks,Stocks Portfolio,74908,69824.87,-6.79,2024-05-04,Mutual Fund House
USER0166,Mutual Funds,Mutual Funds Portfolio,64430,72162.98,12.0,2025-11-05,Stock Broker
USER0167,Fixed Deposits,Fixed Deposits Portfolio,589849,654312.87,10.93,2023-04-02,Bank
USER0167,Gold,Gold Portfolio,107943,98081.62,-9.14,2025-02-19,Direct
USER0168,Fixed Deposits,Fixed Deposits Portfolio,644337,785884.17,21.97,2023-03-24,Bank
USER0168,Gold,Gold Portfolio,28613,29411.07,2.79,2024-04-18,Bank
USER0168,Stocks,Stocks Portfolio,330184,325602.86,-1.39,2024-10-18,Stock Broker
USER0168,Bonds,Bonds Portfolio,30320,30709.91,1.29,2025-09-06,Bank
USER0169,Gold,Gold Portfolio,119776,122355.9,2.15,2024-07-07,Mutual Fund House
USER0169,Bonds,Bonds Portfolio,268427,325522.81,21.27,2023-11-08,Direct
USER0169,Stocks,Stocks Portfolio,241413,300027.49,24.28,2023-10-04,Bank
USER0170,Mutual Funds,Mutual Funds Portfolio,350308,427416.61,22.01,2024-12-17,Mutual Fund House
USER0170,Bonds,Bonds Portfolio,184435,207278.8,12.39,2025-02-06,Direct
USER0171,Fixed Deposits,Fixed Deposits Portfolio,567919,602935.9,6.17,2025-12-16,Bank
USER0171,Real Estate,Real Estate Portfolio,4402812,5402662.27,22.71,2023-07-17,Mutual Fund House
USER0171,Stocks,Stocks Portfolio,114308,111060.69,-2.84,2024-01-11,Mutual Fund House
USER0171,Gold,Gold Portfolio,105893,131040.02,23.75,2025-05-23,Stock Broker
USER0172,Stocks,Stocks Portfolio,24268,24075.18,-0.79,2023-08-01,Direct
USER0172,Bonds,Bonds Portfolio,185986,193220.94,3.89,2023-09-03,Stock Broker
USER0172,Real Estate,Real Estate Portfolio,4307265,4353173.99,1.07,2023-09-24,Mutual Fund House
USER0172,Gold,Gold Portfolio,127361,151191.73,18.71,2023-05-18,Direct
USER0173,Bonds,Bonds Portfolio,208774,259990.85,24.53,2024-07-23,Direct
USER0173,Gold,Gold Portfolio,58808,65977.23,12.19,2024-06-27,Direct
USER0173,Fixed Deposits,Fixed Deposits Portfolio,892710,1065082.06,19.31,2024-04-26,Stock Broker
USER0174,Stocks,Stocks Portfolio,137718,132512.84,-3.78,2025-12-08,Bank
USER0174,Real Estate,Real Estate Portfolio,2289229,2263551.12,-1.12,2025-11-12,Stock Broker
USER0175,Gold,Gold Portfolio,109815,133832.39,21.87,2025-07-20,Bank
USER0175,Bonds,Bonds Portfolio,150755,173956.57,15.39,2023-05-07,Mutual Fund House
USER0175,Stocks,Stocks Portfolio,9257,9875.32,6.68,2024-09-29,Mutual Fund House
USER0175,Real Estate,Real Estate Portfolio,4222793,4114842.32,-2.56,2023-05-20,Mutual Fund House
USER0176,Gold,Gold Portfolio,49315,60395.03,22.47,2023-04-19,Mutual Fund House
USER0176,Mutual Funds,Mutual Funds Portfolio,139559,138564.9,-0.71,2024-01-13,Direct
USER0176,Fixed Deposits,Fixed Deposits Portfolio,656362,700488.78,6.72,2025-12-19,Bank
USER0177,Stocks,Stocks Portfolio,317361,294819.12,-7.1,2025-05-01,Direct
USER0177,Gold,Gold Portfolio,29045,33150.01,14.13,2023-12-30,Direct
USER0178,Fixed Deposits,Fixed Deposits Portfolio,815706,1010488.75,23.88,2023-11-24,Stock Broker
USER0179,Bonds,Bonds Portfolio,57617,55996.86,-2.81,2023-01-31,Mutual Fund House
USER0180,Fixed Deposits,Fixed Deposits Portfolio,657944,780554.82,18.64,2024-02-22,Stock Broker
USER0181,Stocks,Stocks Portfolio,468304,456262.69,-2.57,2024-09-30,Bank
USER0181,Real Estate,Real Estate Portfolio,2933114,3584003.26,22.19,2025-09-23,Stock Broker
USER0182,Bonds,Bonds Portfolio,134435,152676.97,13.57,2023-03-10,Stock Broker
USER0182,Stocks,Stocks Portfolio,206437,203686.02,-1.33,2023-09-27,Stock Broker
USER0182,Fixed Deposits,Fixed Deposits Portfolio,684314,687602.45,0.48,2023-05-15,Bank
USER0183,Mutual Funds,Mutual Funds Portfolio,8308,8854.38,6.58,2024-06-14,Mutual Fund House
USER0184,Stocks,Stocks Portfolio,390537,404617.72,3.61,2025-11-27,Stock Broker
USER0184,Real Estate,Real Estate Portfolio,4068563,4989211.52,22.63,2024-05-21,Stock Broker
USER0185,Gold,Gold Portfolio,62785,58789.41,-6.36,2025-02-01,Bank
USER0185,Mutual Funds,Mutual Funds Portfolio,48578,47542.24,-2.13,2025-01-22,Stock Broker
USER0185,Real Estate,Real Estate Portfolio,2708999,3348390.43,23.6,2025-07-01,Bank
USER0185,Stocks,Stocks Portfolio,113941,107754.16,-5.43,2024-11-14,Stock Broker
USER0186,Real Estate,Real Estate Portfolio,2454846,2653511.96,8.09,2024-07-14,Bank
USER0187,Fixed Deposits,Fixed Deposits Portfolio,975692,1213147.15,24.34,2024-07-04,Mutual Fund House
USER0187,Gold,Gold Portfolio,163477,156702.05,-4.14,2023-02-21,Bank
USER0187,Bonds,Bonds Portfolio,109952,133512.12,21.43,2024-12-13,Direct
USER0187,Real Estate,Real Estate Portfolio,1297621,1562134.73,20.38,2024-08-17,Bank
USER0188,Fixed Deposits,Fixed Deposits Portfolio,160427,158076.26,-1.47,2023-02-14,Mutual Fund House
USER0188,Real Estate,Real Estate Portfolio,4145171,4225723.56,1.94,2024-06-04,Direct
USER0188,Stocks,Stocks Portfolio,58587,68110.53,16.26,2024-05-16,Bank
USER0189,Fixed Deposits,Fixed Deposits Portfolio,363566,435337.83,19.74,2025-03-15,Mutual Fund House
USER0189,Mutual Funds,Mutual Funds Portfolio,374565,402589.65,7.48,2023-12-28,Mutual Fund House
USER0189,Gold,Gold Portfolio,48777,50249.13,3.02,2025-04-27,Mutual Fund House
USER0189,Real Estate,Real Estate Portfolio,4442240,5384411.15,21.21,2023-12-04,Bank
USER0190,Mutual Funds,Mutual Funds Portfolio,9309,10007.49,7.5,2023-03-20,Stock Broker
USER0190,Gold,Gold Portfolio,134849,164358.63,21.88,2023-05-19,Mutual Fund House
USER0190,Bonds,Bonds Portfolio,94175,98754.61,4.86,2025-03-14,Stock Broker
USER0191,Stocks,Stocks Portfolio,191219,206850.25,8.17,2024-10-28,Mutual Fund House
USER0191,Gold,Gold Portfolio,41172,47948.36,16.46,2023-03-20,Mutual Fund House
USER0192,Fixed Deposits,Fixed Deposits Portfolio,914970,1018048.79,11.27,2024-10-26,Direct
USER0192,Bonds,Bonds Portfolio,14398,15537.45,7.91,2025-05-20,Direct
USER0192,Mutual Funds,Mutual Funds Portfolio,11975,14171.26,18.34,2023-03-12,Mutual Fund House
USER0193,Real Estate,Real Estate Portfolio,2369172,2246002.23,-5.2,2025-07-04,Stock Broker
USER0193,Fixed Deposits,Fixed Deposits Portfolio,352403,319351.81,-9.38,2023-12-02,Bank
USER0193,Bonds,Bonds Portfolio,211925,255459.31,20.54,2024-02-17,Stock Broker
USER0194,Mutual Funds,Mutual Funds Portfolio,219235,272052.89,24.09,2025-03-17,Mutual Fund House
USER0195,Stocks,Stocks Portfolio,342809,367817.26,7.3,2025-10-09,Stock Broker
USER0195,Mutual Funds,Mutual Funds Portfolio,291113,332654.06,14.27,2024-02-07,Bank
USER0195,Gold,Gold Portfolio,40770,48289.44,18.44,2023-07-23,Direct
USER0195,Bonds,Bonds Portfolio,295829,345214.44,16.69,2025-12-28,Stock Broker
USER0196,Real Estate,Real Estate Portfolio,3721232,3907742.72,5.01,2024-05-30,Direct
USER0196,Fixed Deposits,Fixed Deposits Portfolio,494994,580553.09,17.28,2025-05-08,Mutual Fund House
USER0196,Stocks,Stocks Portfolio,267543,304325.91,13.75,2024-11-09,Direct
USER0196,Mutual Funds,Mutual Funds Portfolio,100571,116961.27,16.3,2023-03-27,Direct
USER0197,Stocks,Stocks Portfolio,238612,258023.85,8.14,2024-02-05,Stock Broker
USER0198,Real Estate,Real Estate Portfolio,685095,657464.12,-4.03,2025-12-21,Direct
USER0198,Bonds,Bonds Portfolio,75846,76248.61,0.53,2024-08-07,Mutual Fund House
USER0199,Stocks,Stocks Portfolio,86949,92128.62,5.96,2025-04-15,Stock Broker
USER0200,Stocks,Stocks Portfolio,145449,136124.86,-6.41,2024-08-14,Mutual Fund House
USER0201,Fixed Deposits,Fixed Deposits Portfolio,288775,273392.92,-5.33,2024-04-07,Stock Broker
USER0202,Stocks,Stocks Portfolio,172007,208115.96,20.99,2023-03-16,Direct
USER0203,Fixed Deposits,Fixed Deposits Portfolio,545861,585750.87,7.31,2025-10-16,Bank
USER0203,Real Estate,Real Estate Portfolio,690043,719337.41,4.25,2025-03-07,Bank
USER0203,Stocks,Stocks Portfolio,308499,331514.82,7.46,2023-03-20,Stock Broker
USER0203,Mutual Funds,Mutual Funds Portfolio,261166,304735.39,16.68,2024-12-08,Direct
USER0204,Real Estate,Real Estate Portfolio,1391071,1532699.83,10.18,2024-12-28,Mutual Fund House
USER0204,Mutual Funds,Mutual Funds Portfolio,108440,109423.82,0.91,2023-12-13,Direct
USER0204,Bonds,Bonds Portfolio,268481,276829.59,3.11,2025-02-27,Stock Broker
USER0205,Stocks,Stocks Portfolio,388882,432740.88,11.28,2023-10-24,Stock Broker
USER0205,Bonds,Bonds Portfolio,190162,194491.05,2.28,2023-06-25,Stock Broker
USER0206,Real Estate,Real Estate Portfolio,1936476,2071799.73,6.99,2025-03-16,Bank
USER0206,Bonds,Bonds Portfolio,55048,50583.34,-8.11,2024-02-15,Bank
USER0206,Stocks,Stocks Portfolio,35156,32378.93,-7.9,2023-06-06,Bank
USER0206,Gold,Gold Portfolio,32234,36363.49,12.81,2024-11-24,Bank
USER0207,Real Estate,Real Estate Portfolio,3314987,3780023.42,14.03,2025-09-16,Direct
USER0207,Fixed Deposits,Fixed Deposits Portfolio,497728,508583.19,2.18,2025-01-13,Direct
USER0208,Bonds,Bonds Portfolio,10753,12280.69,14.21,2024-10-11,Direct
USER0208,Gold,Gold Portfolio,119115,115166.45,-3.31,2025-08-04,Mutual Fund House
USER0208,Mutual Funds,Mutual Funds Portfolio,25583,30614.32,19.67,2023-06-02,Bank
USER0209,Stocks,Stocks Portfolio,352634,418916.25,18.8,2025-12-03,Stock Broker
USER0209,Bonds,Bonds Portfolio,238800,293136.89,22.75,2025-07-16,Direct
USER0210,Real Estate,Real Estate Portfolio,3423072,3832464.23,11.96,2025-04-02,Mutual Fund House
USER0210,Stocks,Stocks Portfolio,179033,166729.38,-6.87,2025-02-20,Stock Broker
USER0210,Gold,Gold Portfolio,52408,65122.68,24.26,2025-02-07,Direct
USER0210,Mutual Funds,Mutual Funds Portfolio,10884,12579.39,15.58,2024-04-13,Stock Broker
USER0211,Bonds,Bonds Portfolio,187671,216854.25,15.55,2024-03-20,Mutual Fund House
USER0212,Stocks,Stocks Portfolio,6203,7393.76,19.2,2025-11-04,Bank
USER0212,Bonds,Bonds Portfolio,113229,126168.42,11.43,2023-11-24,Bank
USER0213,Real Estate,Real Estate Portfolio,1345754,1408648.97,4.67,2024-07-31,Mutual Fund House
USER0214,Gold,Gold Portfolio,63042,58106.27,-7.83,2025-12-08,Mutual Fund House
USER0214,Mutual Funds,Mutual Funds Portfolio,26950,32094.19,19.09,2023-12-26,Stock Broker
USER0214,Stocks,Stocks Portfolio,192685,197543.45,2.52,2023-09-05,Direct
USER0215,Bonds,Bonds Portfolio,134216,128273.84,-4.43,2024-07-14,Bank
USER0215,Mutual Funds,Mutual Funds Portfolio,166963,174783.68,4.68,2024-04-10,Mutual Fund House
USER0215,Real Estate,Real Estate Portfolio,4881071,5992956.14,22.78,2024-10-05,Bank
USER0216,Gold,Gold Portfolio,40690,39292.16,-3.44,2023-12-20,Direct
USER0216,Fixed Deposits,Fixed Deposits Portfolio,416138,487047.02,17.04,2024-01-11,Bank
USER0217,Fixed Deposits,Fixed Deposits Portfolio,617258,636515.91,3.12,2024-08-13,Direct
USER0217,Mutual Funds,Mutual Funds Portfolio,102052,102625.55,0.56,2025-08-16,Mutual Fund House
USER0217,Gold,Gold Portfolio,167603,160198.74,-4.42,2024-06-09,Mutual Fund House
USER0217,Stocks,Stocks Portfolio,489794,533237.27,8.87,2023-04-11,Mutual Fund House
USER0218,Gold,Gold Portfolio,72089,74867.92,3.85,2023-06-27,Direct
USER0218,Real Estate,Real Estate Portfolio,1995022,1878574.99,-5.84,2024-03-25,Stock Broker
USER0219,Bonds,Bonds Portfolio,56681,52291.73,-7.74,2024-01-22,Mutual Fund House
USER0219,Fixed Deposits,Fixed Deposits Portfolio,228519,238699.96,4.46,2025-10-29,Direct
USER0219,Gold,Gold Portfolio,72402,85286.28,17.8,2024-09-12,Direct
USER0220,Mutual Funds,Mutual Funds Portfolio,293881,339507.13,15.53,2023-11-13,Stock Broker
USER0220,Stocks,Stocks Portfolio,490282,602885.73,22.97,2025-07-24,Direct
USER0221,Real Estate,Real Estate Portfolio,3584845,3499966.28,-2.37,2023-04-01,Bank
USER0221,Bonds,Bonds Portfolio,115148,123746.44,7.47,2025-06-17,Direct
USER0221,Fixed Deposits,Fixed Deposits Portfolio,158096,152350.1,-3.63,2023-05-03,Stock Broker
USER0222,Real Estate,Real Estate Portfolio,3214459,3936399.23,22.46,2023-11-19,Stock Broker
USER0222,Mutual Funds,Mutual Funds Portfolio,398819,384894.5,-3.49,2023-07-04,Bank
USER0223,Stocks,Stocks Portfolio,174776,162857.97,-6.82,2024-01-31,Direct
USER0224,Real Estate,Real Estate Portfolio,560616,603746.32,7.69,2023-03-05,Stock Broker
USER0224,Mutual Funds,Mutual Funds Portfolio,28104,29909.85,6.43,2025-08-13,Mutual Fund House
USER0224,Fixed Deposits,Fixed Deposits Portfolio,846636,942984.38,11.38,2025-12-28,Mutual Fund House
USER0225,Gold,Gold Portfolio,127627,148479.32,16.34,2024-08-30,Bank
USER0225,Mutual Funds,Mutual Funds Portfolio,118261,128883.42,8.98,2024-09-19,Direct
USER0225,Fixed Deposits,Fixed Deposits Portfolio,258157,257133.08,-0.4,2025-08-30,Mutual Fund House
USER0225,Bonds,Bonds Portfolio,11239,13953.81,24.16,2025-09-27,Bank
USER0226,Gold,Gold Portfolio,56266,56676.91,0.73,2025-11-25,Bank
USER0227,Gold,Gold Portfolio,187895,221704.07,17.99,2024-06-02,Mutual Fund House
USER0228,Gold,Gold Portfolio,186130,221045.05,18.76,2025-12-22,Bank
USER0229,Mutual Funds,Mutual Funds Portfolio,397431,363168.89,-8.62,2025-03-07,Direct
USER0230,Stocks,Stocks Portfolio,175447,172148.56,-1.88,2023-12-08,Stock Broker
USER0230,Fixed Deposits,Fixed Deposits Portfolio,151998,181856.95,19.64,2023-02-23,Stock Broker
USER0231,Gold,Gold Portfolio,52933,50807.03,-4.02,2025-08-12,Stock Broker
USER0231,Stocks,Stocks Portfolio,406332,399058.02,-1.79,2025-06-04,Mutual Fund House
USER0232,Real Estate,Real Estate Portfolio,4559698,4990277.2,9.44,2025-07-08,Bank
USER0232,Bonds,Bonds Portfolio,91263,93752.88,2.73,2024-05-22,Bank
USER0232,Mutual Funds,Mutual Funds Portfolio,305027,350359.75,14.86,2025-12-10,Direct
USER0232,Gold,Gold Portfolio,66615,69225.54,3.92,2025-10-30,Bank
USER0233,Bonds,Bonds Portfolio,11911,10793.39,-9.38,2023-09-01,Bank
USER0233,Mutual Funds,Mutual Funds Portfolio,127134,156184.98,22.85,2024-02-23,Mutual Fund House
USER0233,Fixed Deposits,Fixed Deposits Portfolio,346631,431572.14,24.5,2025-10-10,Stock Broker
USER0234,Fixed Deposits,Fixed Deposits Portfolio,107180,112168.02,4.65,2024-02-17,Direct
USER0234,Gold,Gold Portfolio,147882,134567.91,-9.0,2024-04-27,Mutual Fund House
USER0234,Bonds,Bonds Portfolio,50411,51202.7,1.57,2023-09-13,Mutual Fund House
USER0234,Mutual Funds,Mutual Funds Portfolio,186080,222967.01,19.82,2024-08-22,Bank
USER0235,Bonds,Bonds Portfolio,71792,66175.99,-7.82,2024-01-26,Mutual Fund House
USER0235,Real Estate,Real Estate Portfolio,774469,792709.15,2.36,2025-03-13,Bank
USER0236,Bonds,Bonds Portfolio,245223,248592.5,1.37,2025-03-04,Stock Broker
USER0237,Bonds,Bonds Portfolio,294900,358374.83,21.52,2023-11-20,Bank
USER0238,Stocks,Stocks Portfolio,276848,288678.99,4.27,2023-05-09,Bank
USER0238,Mutual Funds,Mutual Funds Portfolio,173393,184015.05,6.13,2023-07-19,Stock Broker
USER0238,Gold,Gold Portfolio,26277,31547.65,20.06,2025-05-12,Mutual Fund House
